C:\COSMOS\COSMOS-Telemetry\outputs\logs\2018_02_03_14_22_43_tlm.bin

TARGET	PACKET	GPS_TIME	GPS_LAT	GPS_LON	RTC	
UPBOARD	GPS	0.0	0.0	0.0	2183
UPBOARD	GPS	222249.5	3520.860107421875	-11748.5595703125	2183
UPBOARD	GPS	0.0	0.0	0.0	2183
UPBOARD	GPS	0.0	0.0	0.0	2183
UPBOARD	GPS	0.0	0.0	0.0	2183
UPBOARD	GPS	222249.59375	3520.860107421875	-11748.5595703125	2183
UPBOARD	GPS	0.0	0.0	0.0	2183
UPBOARD	GPS	0.0	0.0	0.0	2183
UPBOARD	GPS	0.0	0.0	0.0	2183
UPBOARD	GPS	0.0	0.0	0.0	2183
UPBOARD	GPS	0.0	0.0	0.0	2183
UPBOARD	GPS	-200.04092407226562	0.048183489590883255	1.8203363111235745e-38	2183
UPBOARD	GPS	0.0	0.0	0.0	2183
UPBOARD	GPS	0.0	0.0	0.0	2183
UPBOARD	GPS	0.0	0.0	0.0	2183
UPBOARD	GPS	222250.0	3520.860107421875	-11748.5595703125	2183
UPBOARD	GPS	0.0	0.0	0.0	2183
UPBOARD	GPS	0.0	0.0	0.0	2183
UPBOARD	GPS	222250.09375	3520.860107421875	8.159397407580318e-34	2183
UPBOARD	GPS	0.0	0.0	0.0	2183
UPBOARD	GPS	0.0	0.0	0.0	2184
UPBOARD	GPS	0.0	0.0	0.0	2184
UPBOARD	GPS	222250.203125	3520.860107421875	-11748.5595703125	2184
UPBOARD	GPS	0.0	0.0	0.0	2184
UPBOARD	GPS	0.0	0.0	0.0	2184
UPBOARD	GPS	0.0	0.0	0.0	2184
UPBOARD	GPS	222250.296875	3520.860107421875	-11748.5595703125	2184
UPBOARD	GPS	0.0	0.0	0.0	2184
UPBOARD	GPS	0.0	0.0	0.0	2184
UPBOARD	GPS	0.0	0.0	0.0	2184
UPBOARD	GPS	222250.59375	3520.860107421875	-11748.5595703125	2184
UPBOARD	GPS	0.0	0.0	0.0	2184
UPBOARD	GPS	0.0	0.0	0.0	2184
UPBOARD	GPS	222250.796875	3520.860107421875	-11748.5595703125	2184
UPBOARD	GPS	0.0	0.0	0.0	2184
UPBOARD	GPS	0.0	0.0	0.0	2184
UPBOARD	GPS	0.0	0.0	0.0	2184
UPBOARD	GPS	222250.90625	3520.860107421875	-11748.5595703125	2184
UPBOARD	GPS	0.0	0.0	0.0	2184
UPBOARD	GPS	0.0	0.0	0.0	2184
UPBOARD	GPS	0.0	0.0	0.0	2184
UPBOARD	GPS	222251.0	3520.860107421875	-11748.5595703125	2184
UPBOARD	GPS	0.0	0.0	0.0	2184
UPBOARD	GPS	0.0	0.0	0.0	2184
UPBOARD	GPS	0.0	0.0	0.0	2184
UPBOARD	GPS	222251.09375	3520.860107421875	-11748.5595703125	2184
UPBOARD	GPS	0.0	0.0	0.0	2184
UPBOARD	GPS	0.0	0.0	0.0	2184
UPBOARD	GPS	0.0	0.0	0.0	2184
UPBOARD	GPS	222251.203125	3520.860107421875	-11748.5595703125	2185
UPBOARD	GPS	0.0	0.0	0.0	2185
UPBOARD	GPS	0.0	0.0	0.0	2185
UPBOARD	GPS	0.0	0.0	0.0	2185
UPBOARD	GPS	222251.296875	3520.860107421875	-11748.5595703125	2185
UPBOARD	GPS	0.0	0.0	0.0	2185
UPBOARD	GPS	0.0	0.0	0.0	2185
UPBOARD	GPS	0.0	0.0	0.0	2185
UPBOARD	GPS	222251.40625	3520.860107421875	-11748.5595703125	2185
UPBOARD	GPS	0.0	0.0	0.0	2185
UPBOARD	GPS	0.0	0.0	0.0	2185
UPBOARD	GPS	0.0	0.0	0.0	2185
UPBOARD	GPS	222251.5	3520.860107421875	-11748.5595703125	2185
UPBOARD	GPS	0.0	0.0	0.0	2185
UPBOARD	GPS	0.0	0.0	0.0	2185
UPBOARD	GPS	222251.796875	3520.860107421875	-11748.5595703125	2185
UPBOARD	GPS	0.0	0.0	0.0	2185
UPBOARD	GPS	0.0	0.0	0.0	2185
UPBOARD	GPS	0.04818437248468399	1.8203363111235745e-38	0.0	2185
UPBOARD	GPS	0.0	0.0	0.0	2185
UPBOARD	GPS	0.0	0.0	0.0	2185
UPBOARD	GPS	0.0	0.0	0.0	2185
UPBOARD	GPS	222252.0	3520.860107421875	1.8235888649891188e-38	2185
UPBOARD	GPS	0.0	0.0	0.0	2185
UPBOARD	GPS	0.0	0.0	0.0	2185
UPBOARD	GPS	0.0	0.0	0.0	2185
UPBOARD	GPS	222252.09375	3520.860107421875	-11748.5595703125	2185
UPBOARD	GPS	0.0	0.0	0.0	2185
UPBOARD	GPS	0.0	0.0	0.0	2185
UPBOARD	GPS	0.0	0.0	0.0	2185
UPBOARD	GPS	222252.203125	3520.860107421875	-11748.5595703125	2186
UPBOARD	GPS	0.0	0.0	0.0	2186
UPBOARD	GPS	0.0	0.0	0.0	2186
UPBOARD	GPS	0.0	0.0	0.0	2186
UPBOARD	GPS	222252.296875	3520.860107421875	-11748.5595703125	2186
UPBOARD	GPS	0.0	0.0	0.0	2186
UPBOARD	GPS	0.0	0.0	0.0	2186
UPBOARD	GPS	0.0	0.0	0.0	2186
UPBOARD	GPS	222252.40625	3520.860107421875	-11748.5595703125	2186
UPBOARD	GPS	0.0	0.0	0.0	2186
UPBOARD	GPS	0.0	0.0	0.0	2186
UPBOARD	GPS	0.0	0.0	0.0	2186
UPBOARD	GPS	222252.5	3520.860107421875	-11748.5595703125	2186
UPBOARD	GPS	0.0	0.0	0.0	2186
UPBOARD	GPS	0.0	0.0	0.0	2186
UPBOARD	GPS	0.0	0.0	0.0	2186
UPBOARD	GPS	222252.703125	3520.860107421875	-11748.5595703125	2186
UPBOARD	GPS	0.0	0.0	0.0	2186
UPBOARD	GPS	222252.796875	3520.860107421875	-11748.5595703125	2186
UPBOARD	GPS	0.0	0.0	0.0	2186
UPBOARD	GPS	0.0	0.0	0.0	2186
UPBOARD	GPS	222253.0	3520.860107421875	-11748.5595703125	2186
UPBOARD	GPS	0.0	0.0	0.0	2186
UPBOARD	GPS	0.0	0.0	0.0	2186
UPBOARD	GPS	222253.09375	3520.860107421875	-11748.5595703125	2186
UPBOARD	GPS	0.0	0.0	0.0	2186
UPBOARD	GPS	0.0	0.0	0.0	2186
UPBOARD	GPS	0.0	0.0	0.0	2186
UPBOARD	GPS	0.04810648038983345	1.8203363111235745e-38	0.0	2186
UPBOARD	GPS	0.0	0.0	0.0	2187
UPBOARD	GPS	0.0	0.0	0.0	2187
UPBOARD	GPS	0.0	0.0	0.0	2187
UPBOARD	GPS	222253.296875	3520.860107421875	-11748.5595703125	2187
UPBOARD	GPS	0.0	0.0	0.0	2187
UPBOARD	GPS	0.0	0.0	0.0	2187
UPBOARD	GPS	0.0	0.0	0.0	2187
UPBOARD	GPS	222253.40625	3520.860107421875	-11748.5595703125	2187
UPBOARD	GPS	0.0	0.0	0.0	2187
UPBOARD	GPS	0.0	0.0	0.0	2187
UPBOARD	GPS	0.0	0.0	0.0	2187
UPBOARD	GPS	222253.5	3520.860107421875	-11748.5595703125	2187
UPBOARD	GPS	0.0	0.0	0.0	2187
UPBOARD	GPS	0.0	0.0	0.0	2187
UPBOARD	GPS	0.0	0.0	0.0	2187
UPBOARD	GPS	222253.59375	3520.860107421875	-11748.5595703125	2187
UPBOARD	GPS	0.0	0.0	0.0	2187
UPBOARD	GPS	0.0	0.0	0.0	2187
UPBOARD	GPS	0.0	0.0	0.0	2187
UPBOARD	GPS	222253.90625	3520.860107421875	-11748.5595703125	2187
UPBOARD	GPS	0.0	0.0	0.0	2187
UPBOARD	GPS	0.0	0.0	0.0	2187
UPBOARD	GPS	222254.0	3520.860107421875	-11748.5595703125	2187
UPBOARD	GPS	0.0	0.0	0.0	2187
UPBOARD	GPS	0.0	0.0	0.0	2187
UPBOARD	GPS	0.0	0.0	0.0	2187
UPBOARD	GPS	222254.09375	3520.860107421875	-11748.5595703125	2187
UPBOARD	GPS	0.0	0.0	0.0	2187
UPBOARD	GPS	0.0	0.0	0.0	2187
UPBOARD	GPS	0.0	0.0	0.0	2187
UPBOARD	GPS	222254.203125	3520.860107421875	-11748.5595703125	2187
UPBOARD	GPS	0.0	0.0	0.0	2188
UPBOARD	GPS	0.0	0.0	0.0	2188
UPBOARD	GPS	0.0	0.0	0.0	2188
UPBOARD	GPS	-200.3478240966797	0.048183489590883255	1.8203363111235745e-38	264
UPBOARD	GPS	0.0	0.0	0.0	2188
UPBOARD	GPS	0.0	0.0	0.0	2188
UPBOARD	GPS	0.0	0.0	0.0	2188
UPBOARD	GPS	222254.40625	3520.860107421875	-11748.5595703125	2188
UPBOARD	GPS	0.0	0.0	0.0	2188
UPBOARD	GPS	0.0	0.0	0.0	2188
UPBOARD	GPS	0.0	0.0	0.0	2188
UPBOARD	GPS	222254.5	3520.860107421875	-11748.5595703125	2188
UPBOARD	GPS	0.0	0.0	0.0	2188
UPBOARD	GPS	0.0	0.0	0.0	2188
UPBOARD	GPS	0.0	0.0	0.0	2188
UPBOARD	GPS	222254.59375	3520.860107421875	-11748.5595703125	2188
UPBOARD	GPS	0.0	0.0	0.0	2188
UPBOARD	GPS	0.0	0.0	0.0	2188
UPBOARD	GPS	0.0	0.0	0.0	2188
UPBOARD	GPS	222254.796875	3520.860107421875	-11748.5595703125	2188
UPBOARD	GPS	222254.90625	3520.860107421875	-11748.5595703125	2188
UPBOARD	GPS	0.0	0.0	0.0	2188
UPBOARD	GPS	0.0	0.0	0.0	2188
UPBOARD	GPS	222255.09375	3520.860107421875	-11748.5595703125	2188
UPBOARD	GPS	0.0	0.0	0.0	2188
UPBOARD	GPS	0.0	0.0	0.0	2188
UPBOARD	GPS	0.0	0.0	0.0	2188
UPBOARD	GPS	222255.203125	3520.860107421875	-11748.5595703125	2188
UPBOARD	GPS	0.0	0.0	0.0	2188
UPBOARD	GPS	0.0	0.0	0.0	2189
UPBOARD	GPS	222255.296875	3520.860107421875	-11748.5595703125	2189
UPBOARD	GPS	0.0	0.0	0.0	2189
UPBOARD	GPS	0.0	0.0	0.0	2189
UPBOARD	GPS	0.0	0.0	0.0	2189
UPBOARD	GPS	222255.40625	3520.860107421875	-11748.5595703125	2189
UPBOARD	GPS	0.0	0.0	0.0	2189
UPBOARD	GPS	0.0	0.0	0.0	2189
UPBOARD	GPS	0.0	0.0	0.0	2189
UPBOARD	GPS	222255.5	8.453802421025008e-39	0.0	2189
UPBOARD	GPS	0.0	0.0	0.0	2189
UPBOARD	GPS	0.0	0.0	0.0	2189
UPBOARD	GPS	0.0	0.0	0.0	2189
UPBOARD	GPS	222255.59375	3520.860107421875	-11748.5595703125	2189
UPBOARD	GPS	0.0	0.0	0.0	2189
UPBOARD	GPS	0.0	0.0	0.0	2189
UPBOARD	GPS	0.0	0.0	0.0	2189
UPBOARD	GPS	222255.703125	3520.860107421875	-11748.5595703125	2189
UPBOARD	GPS	0.0	0.0	0.0	2189
UPBOARD	GPS	0.0	0.0	0.0	2189
UPBOARD	GPS	0.0	0.0	0.0	2189
UPBOARD	GPS	222255.796875	3520.860107421875	-11748.5595703125	2189
UPBOARD	GPS	0.0	0.0	0.0	2189
UPBOARD	GPS	0.0	0.0	0.0	2189
UPBOARD	GPS	0.0	0.0	0.0	2189
UPBOARD	GPS	222256.0	3520.860107421875	-11748.5595703125	2189
UPBOARD	GPS	0.0	0.0	0.0	2189
UPBOARD	GPS	0.0	0.0	0.0	2189
UPBOARD	GPS	222256.09375	3520.860107421875	-11748.5595703125	2189
UPBOARD	GPS	0.0	0.0	0.0	2189
UPBOARD	GPS	0.0	0.0	0.0	2190
UPBOARD	GPS	222256.296875	3520.860107421875	-11748.5595703125	2190
UPBOARD	GPS	0.0	0.0	0.0	2190
UPBOARD	GPS	0.0	0.0	0.0	2190
UPBOARD	GPS	0.0	0.0	0.0	2190
UPBOARD	GPS	222256.40625	3520.860107421875	-11748.5595703125	2190
UPBOARD	GPS	0.0	0.0	0.0	2190
UPBOARD	GPS	0.0	0.0	0.0	2190
UPBOARD	GPS	0.0	0.0	0.0	2190
UPBOARD	GPS	222256.5	3520.860107421875	-11748.5595703125	2190
UPBOARD	GPS	0.0	0.0	0.0	2190
UPBOARD	GPS	0.0	0.0	0.0	2190
UPBOARD	GPS	222256.59375	3520.860107421875	-11748.5595703125	2190
UPBOARD	GPS	0.0	0.0	0.0	2190
UPBOARD	GPS	0.0	0.0	0.0	2190
UPBOARD	GPS	0.0	0.0	0.0	2190
UPBOARD	GPS	222256.703125	3520.860107421875	-11748.5595703125	2190
UPBOARD	GPS	0.0	0.0	0.0	2190
UPBOARD	GPS	0.0	0.0	0.0	2190
UPBOARD	GPS	0.0	0.0	8.547019424828852e-34	2190
UPBOARD	GPS	222256.796875	3520.860107421875	-11748.5595703125	2190
UPBOARD	GPS	0.0	0.0	0.0	2190
UPBOARD	GPS	0.0	0.0	0.0	2190
UPBOARD	GPS	0.0	0.0	0.0	2190
UPBOARD	GPS	222257.09375	3520.860107421875	-11748.5595703125	2190
UPBOARD	GPS	0.0	0.0	0.0	2190
UPBOARD	GPS	0.0	0.0	0.0	2190
UPBOARD	GPS	222257.203125	3520.860107421875	-11748.5595703125	2190
UPBOARD	GPS	0.0	0.0	0.0	2190
UPBOARD	GPS	0.0	0.0	0.0	2190
UPBOARD	GPS	0.0	0.0	0.0	2191
UPBOARD	GPS	222257.296875	3520.860107421875	-11748.5595703125	2191
UPBOARD	GPS	0.0	0.0	0.0	2191
UPBOARD	GPS	0.0	0.0	0.0	2191
UPBOARD	GPS	0.0	0.0	0.0	2191
UPBOARD	GPS	222257.40625	3520.860107421875	-11748.5595703125	2191
UPBOARD	GPS	0.0	0.0	0.0	2191
UPBOARD	GPS	0.0	0.0	0.0	2191
